Series Title,Episode Title,Episode Runtime,Season #,"Episode #, Year"
Bosch,Chapter Three: Blue Religion,45,1,3,2015
Bosch,Chapter Four: Fugazi,46,1,4,2015
Bosch,Chapter Five: Mama's Boy,41,1,5,2015
Bosch,Chapter Six: Donkey's Years,44,1,6,2015
Bosch,Chapter Seven: Lost Boys,47,1,7,2015
Bosch,Chapter Eight: High Low,43,1,8,2015
Bosch,Chapter Nine: The Magic Castle,40,1,9,2015
Bosch,Chapter Ten: Us and Them,46,1,10,2015
Bosch,Trunk Music,45,2,1,2016
Bosch,The Thing About Secrets,43,2,2,2016
Bosch,Victim of the Night,47,2,3,2016
Bosch,Who's Lucky Now?,42,2,4,2016
Bosch,Gone,48,2,5,2016
Bosch,Heart Attack,49,2,6,2016
Bosch,Exit Time,48,2,7,2016
Bosch,Follow the Money,43,2,8,2016
Bosch,Queen of Martyrs,46,2,9,2016
Bosch,Everybody Counts,48,2,10,2016
Bosch,The Smog Cutter,52,3,1,2017
Bosch,The Four Last Things,50,3,2,2017
Bosch,God Sees,50,3,3,2017
Bosch,El Compadre,44,3,4,2017
Bosch,Blood Under the Bridge,50,3,5,2017
Bosch,Birdland,46,3,6,2017
Bosch,Right Play,41,3,7,2017
Bosch,Aye Papi,45,3,8,2017
Bosch,Clear Shot,49,3,9,2017
Bosch,The Sea King,80,3,10,2017
Breaking Bad,Pilot,46,1,1,2008
Breaking Bad,Cat's in the Bag...,48,1,2,2008
Breaking Bad,...And the Bag's in the River,48,1,3,2008
Breaking Bad,Cancer Man,48,1,4,2008
Breaking Bad,Gray Matter,48,1,5,2008
Breaking Bad,Crazy Handful of Nothin',48,1,6,2008
Breaking Bad,A No-Rough-Stuff-Type Deal,48,1,7,2008
Breaking Bad,Seven Thirty-Seven,46,2,1,2009
Breaking Bad,Grilled,46,2,2,2009
Breaking Bad,Bit by a Dead Bee,47,2,3,2009
Breaking Bad,Down,47,2,4,2009
Breaking Bad,Breakage,47,2,5,2009
Breaking Bad,Peekaboo,47,2,6,2009
Breaking Bad,Negro Y Azul,47,2,7,2009
Breaking Bad,Better Call Saul,47,2,8,2009
Breaking Bad,4 Days Out,47,2,9,2009
Breaking Bad,Over,47,2,10,2009
Breaking Bad,Mandala,47,2,11,2009
Breaking Bad,Phoenix,47,2,12,2009
Breaking Bad,ABQ,48,2,13,2009
Breaking Bad,Caballo sin Nombre,47,3,2,2010
Breaking Bad,I.F.T.,47,3,3,2010
Breaking Bad,Green Light,47,3,4,2010
Breaking Bad,Sunset,47,3,6,2010
Breaking Bad,One Minute,47,3,7,2010
Breaking Bad,I See You,47,3,8,2010
Breaking Bad,Kafkaesque,47,3,9,2010
Breaking Bad,Fly,47,3,10,2010
Breaking Bad,Abiquiu,47,3,11,2010
Breaking Bad,Half Measures,47,3,12,2010
Breaking Bad,Full Measure,47,3,13,2010
Breaking Bad,Box Cutter,48,4,1,2011
Breaking Bad,Thirty-Eight Snub,60,4,2,2011
Breaking Bad,Open House,47,4,3,2011
Breaking Bad,Bullet Points,47,4,4,2011
Breaking Bad,Shotgun,47,4,5,2011
Breaking Bad,Cornered,47,4,6,2011
Breaking Bad,Problem Dog,47,4,7,2011
Breaking Bad,Hermanos,47,4,8,2011
Breaking Bad,Bug,47,4,9,2011
Breaking Bad,Salud,47,4,10,2011
Breaking Bad,Crawl Space,45,4,11,2011
Breaking Bad,End Times,47,4,12,2011
Breaking Bad,Face Off,51,4,13,2011
Breaking Bad,Live Free or Die,43,5,1,2012
Breaking Bad,Madrigal,48,5,2,2012
Breaking Bad,Hazard Pay,48,5,3,2012
Breaking Bad,Fifty-One,48,5,4,2012
Breaking Bad,Dead Freight,48,5,5,2012
Breaking Bad,Buyout,48,5,6,2012
Breaking Bad,Say My Name,48,5,7,2012
Breaking Bad,Gliding Over All,48,5,8,2012
Breaking Bad,Blood Money,48,5,9,2013
Breaking Bad,Buried,48,5,10,2013
Breaking Bad,Confessions,48,5,11,2013
Breaking Bad,Rabid Dog,48,5,12,2013
Breaking Bad,To'hajiilee,47,5,13,2013
Breaking Bad,Ozymandias,48,5,14,2013
Breaking Bad,Granite State,55,5,15,2013
Breaking Bad,Felina,55,5,16,2013
The Breaks,Hard to Handle,41,1,1,2017
The Breaks,It's Just Begun,41,1,2,2017
The Breaks,Substitution,42,1,4,2017
The Breaks,"Amen, Brother",41,1,5,2017
The Breaks,Runaway,40,1,6,2017
The Breaks,Under Pressure,40,1,7,2017
The Breaks,N.T.,42,1,8,2017
Brief Encounters,Episode #1.1,46,1,1,2016
Brief Encounters,Episode #1.2,46,1,2,2016
Brief Encounters,Episode #1.3,46,1,3,2016
Brief Encounters,Episode #1.4,46,1,4,2016
Brief Encounters,Episode #1.5,46,1,5,2016
Brief Encounters,Episode #1.6,46,1,6,2016
The Brink,Pilot,33,1,1,2015
The Brink,Half-Cocked,28,1,2,2015
The Brink,Baghdad My Ass,25,1,3,2015
The Brink,I'll Never Be Batman,25,1,4,2015
The Brink,"Swim, Shmuley, Swim",25,1,5,2015
The Brink,Tweet Tweet Tweet,23,1,6,2015
The Brink,Sticky Wicket,26,1,7,2015
The Brink,Who's Grover Cleveland?,26,1,8,2015
The Brink,Just a Little Crazy Talk,28,1,9,2015
The Brink,There Will Be Consequences,28,1,10,2015
Broad City,What a Wonderful World,21,1,1,2014
Broad City,Pu$$y Weed,22,1,2,2014
Broad City,Working Girls,21,1,3,2014
Broad City,The Lockout,21,1,4,2014
Broad City,Fattest Asses,22,1,5,2014
Broad City,Stolen Phone,21,1,6,2014
Broad City,Hurricane Wanda,21,1,7,2014
Broad City,Destination Wedding,21,1,8,2014
Broad City,Apartment Hunters,21,1,9,2014
Broad City,The Last Supper,21,1,10,2014
Broad City,In Heat,22,2,1,2015
Broad City,Mochalatta Chills,22,2,2,2015
Broad City,Wisdom Teeth,22,2,3,2015
Broad City,Knockoffs,23,2,4,2015
Broad City,Hashtag FOMO,22,2,5,2015
Broad City,The Matrix,22,2,6,2015
Broad City,Citizen Ship,22,2,7,2015
Broad City,Kirk Steele,22,2,8,2015
Broad City,Coat Check,22,2,9,2015
Broad City,St. Mark's,22,2,10,2015
Broad City,Two Chainz,21,3,1,2016
Broad City,Co-Op,21,3,2,2016
Broad City,Game Over,21,3,3,2016
Broad City,Rat Pack,21,3,4,2016
Broad City,2016,21,3,5,2016
Broad City,Philadelphia,21,3,6,2016
Broad City,B&B-NYC,21,3,7,2016
Broad City,Burning Bridges,25,3,8,2016
Broad City,Getting There,21,3,9,2016
Broad City,Jews on a Plane,21,3,10,2016
Broad City,Sliding Doors,21,4,1,2017
Broad City,Twaining Day,21,4,2,2017
Broad City,Just the Tips,21,4,3,2017
Broadchurch,Episode #1.1,47,1,1,2013
Broadchurch,Episode #1.2,46,1,2,2013
Broadchurch,Episode #1.3,48,1,3,2013
Broadchurch,Episode #1.4,48,1,4,2013
Broadchurch,Episode #1.5,49,1,5,2013
Broadchurch,Episode #1.6,49,1,6,2013
Broadchurch,Episode #1.7,49,1,7,2013
Broadchurch,Episode #1.8,53,1,8,2013
Broadchurch,Episode #2.1,45,2,1,2015
Broadchurch,Episode #2.2,48,2,2,2015
Broadchurch,Episode #2.3,48,2,3,2015
Broadchurch,Episode #2.4,49,2,4,2015
Broadchurch,Episode #2.5,48,2,5,2015
Broadchurch,Episode #2.6,49,2,6,2015
Broadchurch,Episode #2.7,49,2,7,2015
Broadchurch,Episode #2.8,49,2,8,2015
The Brokenwood Mysteries,Blood and Water,88,1,1,2014
The Brokenwood Mysteries,Sour Grapes,94,1,2,2014
The Brokenwood Mysteries,Playing the Lie,86,1,3,2014
The Brokenwood Mysteries,Hunting the Stag,91,1,4,2014
The Brokenwood Mysteries,Leather and Lace,88,2,1,2015
The Brokenwood Mysteries,To Die or Not to Die,88,2,2,2015
The Brokenwood Mysteries,Catch of the Day,87,2,3,2015
The Brokenwood Mysteries,Blood Pink,88,2,4,2015
The Brokenwood Mysteries,The Black Widower,89,3,1,2016
The Brokenwood Mysteries,Over Her Dead Body,88,3,2,2016
The Brokenwood Mysteries,The Killing Machine,90,3,3,2016
The Brokenwood Mysteries,A Merry Bloody Christmas,85,3,4,2016
Brooklyn Nine-Nine,Pilot,23,1,1,2013
Brooklyn Nine-Nine,The Tagger,21,1,2,2013
Brooklyn Nine-Nine,The Slump,21,1,3,2013
Brooklyn Nine-Nine,M.E. Time,21,1,4,2013
Brooklyn Nine-Nine,The Vulture,22,1,5,2013
Brooklyn Nine-Nine,Halloween,21,1,6,2013
Brooklyn Nine-Nine,48 Hours,21,1,7,2013
Brooklyn Nine-Nine,Old School,21,1,8,2013
Brooklyn Nine-Nine,Sal's Pizza,21,1,9,2013
Brooklyn Nine-Nine,Thanksgiving,21,1,10,2013
Brooklyn Nine-Nine,Christmas,21,1,11,2013
Brooklyn Nine-Nine,Pontiac Bandit,21,1,12,2014
Brooklyn Nine-Nine,The Bet,21,1,13,2014
Brooklyn Nine-Nine,The Ebony Falcon,22,1,14,2014
Brooklyn Nine-Nine,Operation: Broken Feather,22,1,15,2014
Brooklyn Nine-Nine,The Party,22,1,16,2014
Brooklyn Nine-Nine,Full Boyle,22,1,17,2014
Brooklyn Nine-Nine,The Apartment,22,1,18,2014
Brooklyn Nine-Nine,Tactical Village,22,1,19,2014
Brooklyn Nine-Nine,Fancy Brudgom,22,1,20,2014
Brooklyn Nine-Nine,Unsolvable,22,1,21,2014
Brooklyn Nine-Nine,Charges and Specs,21,1,22,2014
Brooklyn Nine-Nine,Undercover,22,2,1,2014
Brooklyn Nine-Nine,Chocolate Milk,21,2,2,2014
Brooklyn Nine-Nine,The Jimmy Jab Games,21,2,3,2014
Brooklyn Nine-Nine,Halloween II,21,2,4,2014
Brooklyn Nine-Nine,The Mole,21,2,5,2014
Brooklyn Nine-Nine,Jake and Sophia,22,2,6,2014
Brooklyn Nine-Nine,Lockdown,21,2,7,2014
Brooklyn Nine-Nine,USPIS,22,2,8,2014
Brooklyn Nine-Nine,The Road Trip,22,2,9,2014
Brooklyn Nine-Nine,The Pontiac Bandit Returns,22,2,10,2014
Brooklyn Nine-Nine,Stakeout,22,2,11,2014
Brooklyn Nine-Nine,Beach House,22,2,12,2015
Brooklyn Nine-Nine,Payback,22,2,13,2015
Brooklyn Nine-Nine,Defense Rests,21,2,14,2015
Brooklyn Nine-Nine,Windbreaker City,22,2,15,2015
Brooklyn Nine-Nine,The Wednesday Incident,22,2,16,2015
Brooklyn Nine-Nine,Boyle-Linetti Wedding,22,2,17,2015
Brooklyn Nine-Nine,Captain Peralta,22,2,18,2015
Brooklyn Nine-Nine,Sabotage,21,2,19,2015
Brooklyn Nine-Nine,AC/DC,22,2,20,2015
Brooklyn Nine-Nine,Det. Dave Majors,22,2,21,2015
Brooklyn Nine-Nine,The Chopper,22,2,22,2015
Brooklyn Nine-Nine,Johnny and Dora,22,2,23,2015
Brooklyn Nine-Nine,New Captain,22,3,1,2015
Brooklyn Nine-Nine,The Funeral,22,3,2,2015
Brooklyn Nine-Nine,Boyle's Hunch,22,3,3,2015
Brooklyn Nine-Nine,The Oolong Slayer,21,3,4,2015
Brooklyn Nine-Nine,Halloween III,22,3,5,2015
Brooklyn Nine-Nine,Into the Woods,22,3,6,2015
Brooklyn Nine-Nine,The Mattress,21,3,7,2015
Brooklyn Nine-Nine,Ava,21,3,8,2015
Brooklyn Nine-Nine,The Swedes,21,3,9,2015
Brooklyn Nine-Nine,Yippie Kayak,21,3,10,2015
Brooklyn Nine-Nine,Hostage Situation,21,3,11,2016
Brooklyn Nine-Nine,9 Days,22,3,12,2016
Brooklyn Nine-Nine,The Cruise,21,3,13,2016
Brooklyn Nine-Nine,Karen Peralta,21,3,14,2016
Brooklyn Nine-Nine,The 9-8,22,3,15,2016
Brooklyn Nine-Nine,House Mouses,22,3,16,2016
Brooklyn Nine-Nine,Adrian Pimento,21,3,17,2016
Brooklyn Nine-Nine,Cheddar,21,3,18,2016
Brooklyn Nine-Nine,Terry Kitties,22,3,19,2016
Brooklyn Nine-Nine,Paranoia,21,3,20,2016
Brooklyn Nine-Nine,Maximum Security,22,3,21,2016
Brooklyn Nine-Nine,Bureau,22,3,22,2016
Brooklyn Nine-Nine,Greg and Larry,22,3,23,2016
Brooklyn Nine-Nine,"Coral Palms, Part 1",22,4,1,2016
Brooklyn Nine-Nine,"Coral Palms, Part 2",22,4,2,2016
Brooklyn Nine-Nine,"Coral Palms, Part 3",21,4,3,2016
Brooklyn Nine-Nine,The Night Shift,22,4,4,2016
Brooklyn Nine-Nine,Halloween IV,21,4,5,2016
Brooklyn Nine-Nine,Monster in the Closet,21,4,6,2016
Brooklyn Nine-Nine,Mr. Santiago,22,4,7,2016
Brooklyn Nine-Nine,Skyfire Cycle,22,4,8,2016
Brooklyn Nine-Nine,The Overmining,22,4,9,2016
Brooklyn Nine-Nine,Captain Latvia,21,4,10,2016
Brooklyn Nine-Nine,The Fugitive Pt. 1,21,4,11,2017
Brooklyn Nine-Nine,The Fugitive Pt. 2,22,4,12,2017
Brooklyn Nine-Nine,The Audit,22,4,13,2017
Brooklyn Nine-Nine,Serve & Protect,22,4,14,2017
Brooklyn Nine-Nine,The Last Ride,22,4,15,2017
Brooklyn Nine-Nine,Moo Moo,21,4,16,2017
Brooklyn Nine-Nine,Cop-Con,21,4,17,2017
Brooklyn Nine-Nine,Chasing Amy,21,4,18,2017
Brooklyn Nine-Nine,Your Honor,21,4,19,2017
Brooklyn Nine-Nine,The Slaughterhouse,21,4,20,2017
Brooklyn Nine-Nine,The Bank Job,21,4,21,2017
Brooklyn Nine-Nine,Crime & Punishment,21,4,22,2017
Brooklyn Nine-Nine,The Big House Pt. 1,21,5,1,2017
Buffy the Vampire Slayer,Unaired Pilot,25,1,0,1996
Buffy the Vampire Slayer,Welcome to the Hellmouth,43,1,1,1997
Buffy the Vampire Slayer,The Harvest,45,1,2,1997
Buffy the Vampire Slayer,Witch,45,1,3,1997
Buffy the Vampire Slayer,Teacher's Pet,43,1,4,1997
Buffy the Vampire Slayer,Never Kill a Boy on the First Date,43,1,5,1997
Buffy the Vampire Slayer,The Pack,45,1,6,1997
Buffy the Vampire Slayer,Angel,45,1,7,1997
Buffy the Vampire Slayer,"I, Robot... You, Jane",45,1,8,1997
Buffy the Vampire Slayer,The Puppet Show,45,1,9,1997
Buffy the Vampire Slayer,Nightmares,45,1,10,1997
Buffy the Vampire Slayer,"Out of Mind, Out of Sight",45,1,11,1997
Buffy the Vampire Slayer,Prophecy Girl,45,1,12,1997
Buffy the Vampire Slayer,When She Was Bad,45,2,1,1997
Buffy the Vampire Slayer,Some Assembly Required,44,2,2,1997
Buffy the Vampire Slayer,School Hard,44,2,3,1997
Buffy the Vampire Slayer,Inca Mummy Girl,44,2,4,1997
Buffy the Vampire Slayer,Reptile Boy,44,2,5,1997
Buffy the Vampire Slayer,Halloween,44,2,6,1997
Buffy the Vampire Slayer,Lie to Me,45,2,7,1997
Buffy the Vampire Slayer,The Dark Age,45,2,8,1997
Buffy the Vampire Slayer,What's My Line?: Part 1,60,2,9,1997
Buffy the Vampire Slayer,What's My Line?: Part 2,60,2,10,1997
Buffy the Vampire Slayer,Ted,45,2,11,1997
Buffy the Vampire Slayer,Bad Eggs,60,2,12,1998
Buffy the Vampire Slayer,Surprise,60,2,13,1998
Buffy the Vampire Slayer,Innocence,60,2,14,1998
Buffy the Vampire Slayer,Phases,60,2,15,1998
Buffy the Vampire Slayer,"Bewitched, Bothered and Bewildered",60,2,16,1998
Buffy the Vampire Slayer,Passion,60,2,17,1998
Buffy the Vampire Slayer,Killed by Death,60,2,18,1998
Buffy the Vampire Slayer,I Only Have Eyes for You,60,2,19,1998
Buffy the Vampire Slayer,Go Fish,60,2,20,1998
Buffy the Vampire Slayer,Becoming: Part 1,60,2,21,1998
Buffy the Vampire Slayer,Becoming: Part 2,44,2,22,1998
Buffy the Vampire Slayer,Anne,60,3,1,1998
Buffy the Vampire Slayer,Dead Man's Party,44,3,2,1998
Buffy the Vampire Slayer,"Faith, Hope & Trick",45,3,3,1998
Buffy the Vampire Slayer,Beauty and the Beasts,60,3,4,1998
Buffy the Vampire Slayer,Homecoming,60,3,5,1998
Buffy the Vampire Slayer,Band Candy,60,3,6,1998
Buffy the Vampire Slayer,Revelations,45,3,7,1998
Buffy the Vampire Slayer,Lovers Walk,60,3,8,1998
Buffy the Vampire Slayer,The Wish,45,3,9,1998
Buffy the Vampire Slayer,Amends,60,3,10,1998
Buffy the Vampire Slayer,Gingerbread,60,3,11,1999
Buffy the Vampire Slayer,Helpless,60,3,12,1999
Buffy the Vampire Slayer,The Zeppo,60,3,13,1999
Buffy the Vampire Slayer,Bad Girls,60,3,14,1999
Buffy the Vampire Slayer,Consequences,60,3,15,1999
Buffy the Vampire Slayer,Doppelgangland,43,3,16,1999
Buffy the Vampire Slayer,Enemies,43,3,17,1999
Buffy the Vampire Slayer,Earshot,43,3,18,1999
Buffy the Vampire Slayer,The Prom,60,3,20,1999
Buffy the Vampire Slayer,Graduation Day: Part 1,60,3,21,1999
Buffy the Vampire Slayer,Graduation Day: Part 2,60,3,22,1999
Buffy the Vampire Slayer,The Freshman,44,4,1,1999
Buffy the Vampire Slayer,Living Conditions,42,4,2,1999
Buffy the Vampire Slayer,The Harsh Light of Day,60,4,3,1999
Buffy the Vampire Slayer,Fear Itself,60,4,4,1999
Buffy the Vampire Slayer,Beer Bad,60,4,5,1999
Buffy the Vampire Slayer,Wild at Heart,42,4,6,1999
Buffy the Vampire Slayer,The Initiative,43,4,7,1999
Buffy the Vampire Slayer,Pangs,43,4,8,1999
Buffy the Vampire Slayer,Something Blue,43,4,9,1999
Buffy the Vampire Slayer,Hush,43,4,10,1999
Buffy the Vampire Slayer,Doomed,60,4,11,2000
Buffy the Vampire Slayer,A New Man,60,4,12,2000
Buffy the Vampire Slayer,The I in Team,60,4,13,2000
Buffy the Vampire Slayer,Goodbye Iowa,60,4,14,2000
Buffy the Vampire Slayer,This Year's Girl,60,4,15,2000
Buffy the Vampire Slayer,Who Are You?,60,4,16,2000
Buffy the Vampire Slayer,Superstar,60,4,17,2000
Buffy the Vampire Slayer,Where the Wild Things Are,60,4,18,2000
Buffy the Vampire Slayer,New Moon Rising,60,4,19,2000
Buffy the Vampire Slayer,The Yoko Factor,60,4,20,2000
Buffy the Vampire Slayer,Primeval,60,4,21,2000
Buffy the Vampire Slayer,Restless,60,4,22,2000
Buffy the Vampire Slayer,Buffy vs. Dracula,42,5,1,2000
Buffy the Vampire Slayer,Real Me,42,5,2,2000
Buffy the Vampire Slayer,The Replacement,60,5,3,2000
Buffy the Vampire Slayer,Out of My Mind,60,5,4,2000
Buffy the Vampire Slayer,No Place Like Home,60,5,5,2000
Buffy the Vampire Slayer,Family,60,5,6,2000
Buffy the Vampire Slayer,Fool for Love,60,5,7,2000
Buffy the Vampire Slayer,Shadow,60,5,8,2000
Buffy the Vampire Slayer,Listening to Fear,60,5,9,2000
Buffy the Vampire Slayer,Into the Woods,60,5,10,2000
Buffy the Vampire Slayer,Triangle,60,5,11,2001
Buffy the Vampire Slayer,Checkpoint,60,5,12,2001
Buffy the Vampire Slayer,Blood Ties,60,5,13,2001
Buffy the Vampire Slayer,Crush,60,5,14,2001
Buffy the Vampire Slayer,I Was Made to Love You,60,5,15,2001
Buffy the Vampire Slayer,The Body,60,5,16,2001
Buffy the Vampire Slayer,Forever,60,5,17,2001
Buffy the Vampire Slayer,Intervention,60,5,18,2001
Buffy the Vampire Slayer,Tough Love,60,5,19,2001
Buffy the Vampire Slayer,Spiral,43,5,20,2001
Buffy the Vampire Slayer,The Weight of the World,43,5,21,2001
Buffy the Vampire Slayer,The Gift,44,5,22,2001
Buffy the Vampire Slayer,Bargaining: Part 1,87,6,1,2001
Buffy the Vampire Slayer,Bargaining: Part 2,60,6,2,2001
Buffy the Vampire Slayer,After Life,42,6,3,2001
Buffy the Vampire Slayer,Flooded,42,6,4,2001
Buffy the Vampire Slayer,Life Serial,60,6,5,2001
Buffy the Vampire Slayer,All the Way,60,6,6,2001
Buffy the Vampire Slayer,"Once More, with Feeling",50,6,7,2001
Buffy the Vampire Slayer,Tabula Rasa,42,6,8,2001
Buffy the Vampire Slayer,Smashed,60,6,9,2001
Buffy the Vampire Slayer,Wrecked,60,6,10,2001
Buffy the Vampire Slayer,Gone,60,6,11,2002
Buffy the Vampire Slayer,Doublemeat Palace,60,6,12,2002
Buffy the Vampire Slayer,Dead Things,60,6,13,2002
Buffy the Vampire Slayer,Older and Far Away,60,6,14,2002
Buffy the Vampire Slayer,As You Were,60,6,15,2002
Buffy the Vampire Slayer,Hell's Bells,60,6,16,2002
Buffy the Vampire Slayer,Normal Again,60,6,17,2002
Buffy the Vampire Slayer,Entropy,42,6,18,2002
Buffy the Vampire Slayer,Seeing Red,42,6,19,2002
Buffy the Vampire Slayer,Villains,41,6,20,2002
Buffy the Vampire Slayer,Two to Go,41,6,21,2002
Buffy the Vampire Slayer,Grave,42,6,22,2002
Buffy the Vampire Slayer,Lessons,41,7,1,2002
Buffy the Vampire Slayer,Beneath You,41,7,2,2002
Buffy the Vampire Slayer,"Same Time, Same Place",42,7,3,2002
Buffy the Vampire Slayer,Help,42,7,4,2002
Buffy the Vampire Slayer,Selfless,42,7,5,2002
Buffy the Vampire Slayer,Him,42,7,6,2002
Buffy the Vampire Slayer,Conversations with Dead People,42,7,7,2002
Buffy the Vampire Slayer,Sleeper,41,7,8,2002
Buffy the Vampire Slayer,Never Leave Me,40,7,9,2002
Buffy the Vampire Slayer,Bring on the Night,42,7,10,2002
Buffy the Vampire Slayer,Showtime,42,7,11,2003
Buffy the Vampire Slayer,Potential,41,7,12,2003
Buffy the Vampire Slayer,The Killer in Me,42,7,13,2003
Buffy the Vampire Slayer,First Date,42,7,14,2003
Buffy the Vampire Slayer,Get It Done,41,7,15,2003
Buffy the Vampire Slayer,Storyteller,42,7,16,2003
Buffy the Vampire Slayer,Lies My Parents Told Me,42,7,17,2003
Buffy the Vampire Slayer,Empty Places,42,7,19,2003
Buffy the Vampire Slayer,Touched,41,7,20,2003
Buffy the Vampire Slayer,End of Days,41,7,21,2003
Buffy the Vampire Slayer,Chosen,43,7,22,2003
Bull,The Necklace,43,1,1,2016
Bull,The Woman in 8D,43,1,2,2016
Bull,Unambiguous,43,1,3,2016
Bull,Callisto,43,1,4,2016
Bull,Just Tell the Truth,41,1,5,2016
Bull,Bedside Manner,43,1,6,2016
Bull,Never Saw the Sign,42,1,7,2016
Bull,Too Perfect,43,1,8,2016
Bull,Light My Fire,40,1,9,2016
Bull,E.J.,44,1,10,2017
Bull,Teacher's Pet,41,1,11,2017
Bull,Stockholm Syndrome,42,1,12,2017
Bull,The Fall,42,1,13,2017
Bull,It's Classified,41,1,14,2017
Bull,What's Your Number?,42,1,15,2017
Bull,Free Fall,42,1,16,2017
Bull,Name Game,41,1,17,2017
Bull,Dressed to Kill,41,1,18,2017
Bull,Bring It On,42,1,19,2017
Bull,Make Me,42,1,20,2017
Bull,How to Dodge a Bullet,43,1,21,2017
Bull,Dirty Little Secrets,43,1,22,2017
Bull,Benevolent Deception,43,1,23,2017
Bull,School for Scandal,43,2,1,2017
Under the Dome,Pilot,41,1,1,2013
Under the Dome,The Fire,40,1,2,2013
Under the Dome,Manhunt,41,1,3,2013
Under the Dome,Outbreak,43,1,4,2013
Under the Dome,Blue on Blue,42,1,5,2013
Under the Dome,The Endless Thirst,41,1,6,2013
Under the Dome,Imperfect Circles,43,1,7,2013
Under the Dome,Thicker Than Water,43,1,8,2013
Under the Dome,The Fourth Hand,42,1,9,2013
Under the Dome,Let the Games Begin,44,1,10,2013
Under the Dome,Speak of the Devil,40,1,11,2013
Under the Dome,Exigent Circumstances,43,1,12,2013
Under the Dome,Curtains,40,1,13,2013
Under the Dome,Heads Will Roll,42,2,1,2014
Under the Dome,Infestation,39,2,2,2014
Under the Dome,Force Majeure,39,2,3,2014
Under the Dome,Revelation,38,2,4,2014
Under the Dome,Reconciliation,42,2,5,2014
Under the Dome,In the Dark,39,2,6,2014
Under the Dome,Going Home,40,2,7,2014
Under the Dome,Awakening,39,2,8,2014
Under the Dome,The Red Door,40,2,9,2014
Under the Dome,The Fall,41,2,10,2014
Under the Dome,Black Ice,42,2,11,2014
Under the Dome,Turn,41,2,12,2014
Under the Dome,Go Now,41,2,13,2014
Under the Dome,Move On,83,3,1,2015
Under the Dome,But I'm Not,43,3,2,2015
Under the Dome,Redux,42,3,3,2015
Under the Dome,The Kinship,43,3,4,2015
Under the Dome,Alaska,44,3,5,2015
Under the Dome,Caged,43,3,6,2015
Under the Dome,Ejecta,42,3,7,2015
Under the Dome,Breaking Point,42,3,8,2015
